Family	Count	Hits	TotMarkerLength
tr|A0A0D6FEY3|A0A0D6FEY3_CORDP	0.0	0	33
tr|A0A0D7EHN8|A0A0D7EHN8_RHOPL	0.050035932554424976	1	18
tr|A0A0D7KFU1|A0A0D7KFU1_9BACL	0.0	0	112
tr|A0A0D7M4Q4|A0A0D7M4Q4_CITFR	0.0	0	231
tr|A0A0D7W2E1|A0A0D7W2E1_9FLAO	0.0	0	32
tr|A0A0D8I9T1|A0A0D8I9T1_9CLOT	0.0	0	167
tr|A0A0D8ID41|A0A0D8ID41_9CLOT	0.0	0	205
tr|A0A0D8IVV5|A0A0D8IVV5_9FIRM	0.052120763077526014	1	18
tr|A0A0D8IZ85|A0A0D8IZ85_9FIRM	0.0	1	114
tr|A0A0D8JBF4|A0A0D8JBF4_9BACT	0.0	0	215
tr|A0A0D8JGC2|A0A0D8JGC2_9BACT	0.0	0	143
tr|A0A0E0T4A1|A0A0E0T4A1_DESVR	0.0	0	120
tr|A0A0E1PMN0|A0A0E1PMN0_LACPA	0.0	0	9
tr|A0A0E2HN50|A0A0E2HN50_9FIRM	0.0	0	300
tr|A0A0E2PBT6|A0A0E2PBT6_RHOCA	0.0	0	128
tr|A0A0E2PEY0|A0A0E2PEY0_RHOCA	0.0	0	114
tr|A0A0E3GQ57|A0A0E3GQ57_CLOSL	0.0	0	132
tr|A0A0E3JNE2|A0A0E3JNE2_CLOSL	0.0	0	80
tr|A0A0E3JS98|A0A0E3JS98_CLOSL	0.0	0	140
tr|A0A0E3K3G5|A0A0E3K3G5_CLOSL	0.0	3	75
tr|A0A0E3M8J2|A0A0E3M8J2_CLOSL	0.0	0	46
tr|A0A0E3M8P3|A0A0E3M8P3_CLOSL	0.0	0	300
tr|A0A0E3UUK7|A0A0E3UUK7_9FUSO	0.0	0	69
tr|A0A0E4BG13|A0A0E4BG13_TANFO	0.0	0	300
tr|A0A0E4C8M9|A0A0E4C8M9_9FIRM	0.0	0	139
tr|A0A0E8XP40|A0A0E8XP40_9GAMM	0.0	0	8
tr|A0A0E9FN73|A0A0E9FN73_CHLTH	0.0	0	300
tr|A0A0E9G7G5|A0A0E9G7G5_CHLTH	0.0	0	16
tr|A0A0E9LVW0|A0A0E9LVW0_9BACT	0.0	0	81
tr|A0A0F0CL90|A0A0F0CL90_9CLOT	0.0	1	86
tr|A0A0F0F4S7|A0A0F0F4S7_9BURK	0.0	0	64
tr|A0A0F2JIX8|A0A0F2JIX8_9FIRM	0.0	0	300
tr|A0A0F2KSZ1|A0A0F2KSZ1_9PROT	0.0	0	40
tr|A0A0F2NFL6|A0A0F2NFL6_9FIRM	0.0	0	293
tr|A0A0F2NH50|A0A0F2NH50_9DELT	0.0	0	133
tr|A0A0F2NHU6|A0A0F2NHU6_9FIRM	0.0	0	294
tr|A0A0F2NKH2|A0A0F2NKH2_9FIRM	0.0	0	300
tr|A0A0F2PC91|A0A0F2PC91_9FIRM	0.0	0	300
tr|A0A0F2PLF4|A0A0F2PLF4_9FIRM	0.0	0	233
tr|A0A0F2Q108|A0A0F2Q108_9CLOT	0.0	0	90
tr|A0A0F2Q1X9|A0A0F2Q1X9_9CLOT	0.0	0	300
tr|A0A0F2Q201|A0A0F2Q201_9CLOT	0.0	0	300
tr|A0A0F2Q2M3|A0A0F2Q2M3_9CLOT	0.0	0	300
tr|A0A0F2Q8G4|A0A0F2Q8G4_9CLOT	0.0	0	206
tr|A0A0F2QAE3|A0A0F2QAE3_9CLOT	0.0	0	300
tr|A0A0F2SCX8|A0A0F2SCX8_9FIRM	0.0	0	232
tr|A0A0F2TLW2|A0A0F2TLW2_9ACTN	0.0	0	20
tr|A0A0F3KQE7|A0A0F3KQE7_9NEIS	0.0	0	23
tr|A0A0F4ICY9|A0A0F4ICY9_9ACTN	0.0	0	17
tr|A0A0F4NII5|A0A0F4NII5_9VIBR	0.0	0	75
tr|A0A0F4QQA5|A0A0F4QQA5_9GAMM	0.0	0	82
tr|A0A0F4VNU5|A0A0F4VNU5_9CLOT	0.0	0	21
tr|A0A0F4VRP2|A0A0F4VRP2_9CLOT	0.0	0	97
tr|A0A0F4VU91|A0A0F4VU91_9CLOT	0.0	6	210
tr|A0A0F5IWU6|A0A0F5IWU6_9PORP	0.0	0	299
tr|A0A0F5YI71|A0A0F5YI71_9CYAN	0.0	0	90
tr|A0A0F6U0B1|A0A0F6U0B1_CITAM	0.0	0	258
tr|A0A0F7HB35|A0A0F7HB35_SERFO	0.0	0	153
tr|A0A0F7IF56|A0A0F7IF56_9EURY	0.0	0	300
tr|A0A0F8UQ89|A0A0F8UQ89_9EURY	0.0	0	57
tr|A0A0F8XJF2|A0A0F8XJF2_9ARCH	0.0	0	300
tr|A0A0F8XYB2|A0A0F8XYB2_9ARCH	0.0	0	300
tr|A0A0F9C6I1|A0A0F9C6I1_9ZZZZ	0.0	0	229
tr|A0A0F9EIS0|A0A0F9EIS0_9ZZZZ	0.0	0	117
tr|A0A0F9ER35|A0A0F9ER35_9ZZZZ	0.0	0	265
tr|A0A0F9FJ91|A0A0F9FJ91_9ZZZZ	0.0	0	300
tr|A0A0F9FRV9|A0A0F9FRV9_9ZZZZ	0.0	0	95
tr|A0A0F9H6E1|A0A0F9H6E1_9ZZZZ	0.0	0	157
tr|A0A0F9LFR1|A0A0F9LFR1_9ZZZZ	0.0	0	140
tr|A0A0F9MIC2|A0A0F9MIC2_9ZZZZ	0.0	0	271
tr|A0A0F9MS30|A0A0F9MS30_9ZZZZ	0.0	0	257
tr|A0A0F9MWZ7|A0A0F9MWZ7_9ZZZZ	0.0	666	88
tr|A0A0F9R027|A0A0F9R027_9ZZZZ	0.0	0	230
tr|A0A0F9RE25|A0A0F9RE25_9ZZZZ	0.0	0	300
tr|A0A0F9RF68|A0A0F9RF68_9ZZZZ	0.0	0	254
tr|A0A0F9RVN4|A0A0F9RVN4_9ZZZZ	0.0	0	177
tr|A0A0F9RW10|A0A0F9RW10_9ZZZZ	0.0	0	178
tr|A0A0F9T2J9|A0A0F9T2J9_9ZZZZ	0.0	0	175
tr|A0A0F9TJF5|A0A0F9TJF5_9ZZZZ	0.0	0	300
tr|A0A0F9TJG0|A0A0F9TJG0_9ZZZZ	0.0	0	245
tr|A0A0F9TJG3|A0A0F9TJG3_9ZZZZ	0.0	0	296
tr|A0A0F9U215|A0A0F9U215_9ZZZZ	0.0	0	300
tr|A0A0F9U219|A0A0F9U219_9ZZZZ	0.0	0	293
tr|A0A0F9U224|A0A0F9U224_9ZZZZ	0.0	0	300
tr|A0A0F9U227|A0A0F9U227_9ZZZZ	0.0	0	263
tr|A0A0F9UHC7|A0A0F9UHC7_9ZZZZ	0.0	0	296
tr|A0A0F9V5X2|A0A0F9V5X2_9ZZZZ	0.0	0	300
tr|A0A0F9V5Y6|A0A0F9V5Y6_9ZZZZ	0.0	0	300
tr|A0A0F9V616|A0A0F9V616_9ZZZZ	0.0	0	300
tr|A0A0F9W192|A0A0F9W192_9ZZZZ	0.0	0	300
tr|A0A0F9W1L6|A0A0F9W1L6_9ZZZZ	0.0	0	300
tr|A0A0F9W6Q7|A0A0F9W6Q7_9ZZZZ	0.0	1	231
tr|A0A0F9WF35|A0A0F9WF35_9ZZZZ	0.0	0	300
tr|A0A0F9WRG3|A0A0F9WRG3_9ZZZZ	0.0	0	280
tr|A0A0F9X1X3|A0A0F9X1X3_9ZZZZ	0.0	0	300
tr|A0A0F9YFW5|A0A0F9YFW5_9ZZZZ	0.0	0	300
tr|A0A0F9YG05|A0A0F9YG05_9ZZZZ	0.0	0	300
tr|A0A0G0LLF8|A0A0G0LLF8_9BACT	0.0	0	149
tr|A0A0G0MZ24|A0A0G0MZ24_9BACT	0.0	0	277
tr|A0A0G0N003|A0A0G0N003_9BACT	0.0	0	243
tr|A0A0G1DZ52|A0A0G1DZ52_9BACT	0.0	0	157
tr|A0A0G3CRF8|A0A0G3CRF8_9GAMM	0.0	0	279
tr|A0A0G3EFV4|A0A0G3EFV4_9BACT	0.0	0	300
tr|A0A0G3QG61|A0A0G3QG61_KLUIN	0.0	1	226
tr|A0A0G3W8J1|A0A0G3W8J1_9CLOT	0.0	0	82
tr|A0A0G4EPX2|A0A0G4EPX2_VITBC	0.0	0	221
tr|A0A0G4FZB3|A0A0G4FZB3_9ALVE	0.0	0	296
tr|A0A0G4K2Z4|A0A0G4K2Z4_9GAMM	0.0	0	300
tr|A0A0G8G4D9|A0A0G8G4D9_9LACO	0.0	0	9
tr|A0A0G9L5V8|A0A0G9L5V8_9CLOT	0.0	0	299
tr|A0A0H2QDC9|A0A0H2QDC9_9GAMM	0.0	0	265
tr|A0A0H2YS31|A0A0H2YS31_CLOP1	0.0	1	27
tr|A0A0H3AFT9|A0A0H3AFT9_VIBC3	0.0	0	30
tr|A0A0H3FFE2|A0A0H3FFE2_RAHSY	0.0	0	68
tr|A0A0H3G3K1|A0A0H3G3K1_ZYMMA	0.0	0	59
tr|A0A0H3I8V8|A0A0H3I8V8_PECSS	0.0	0	74
tr|A0A0H3IXK6|A0A0H3IXK6_CLOPA	0.0	0	34
tr|A0A0H3J2B1|A0A0H3J2B1_CLOPA	0.0	0	295
tr|A0A0H3U8C7|A0A0H3U8C7_9BACT	0.0	0	300
tr|A0A0H3XMX9|A0A0H3XMX9_9MOLU	0.0	0	61
tr|A0A0H5SJA2|A0A0H5SJA2_9FIRM	0.0	0	10
tr|A0A0I1P0K1|A0A0I1P0K1_SHISO	0.0	1	74
tr|A0A0I9WHV9|A0A0I9WHV9_9ENTE	9.997655857065102	168	20
tr|A0A0I9WIZ4|A0A0I9WIZ4_9ENTE	0.0	0	78
tr|A0A0I9XDA8|A0A0I9XDA8_GIBFU	0.0	0	300
tr|A0A0J1CC58|A0A0J1CC58_PROMI	0.0	0	191
tr|A0A0J1DF41|A0A0J1DF41_9BURK	0.0	0	130
tr|A0A0J1DQ70|A0A0J1DQ70_9FIRM	0.0	0	162
tr|A0A0J1FQQ7|A0A0J1FQQ7_9FIRM	0.0	0	48
tr|A0A0J1FSV0|A0A0J1FSV0_9FIRM	0.0	0	67
tr|A0A0J1GD69|A0A0J1GD69_9FIRM	0.0	0	300
tr|A0A0J1GEG1|A0A0J1GEG1_9FIRM	0.0	0	206
tr|A0A0J1GMY3|A0A0J1GMY3_9GAMM	0.0	0	98
tr|A0A0J1GPV1|A0A0J1GPV1_9FIRM	0.0	0	300
tr|A0A0J1IGK2|A0A0J1IGK2_BACCI	0.0	0	9
tr|A0A0J1IVS3|A0A0J1IVS3_9FIRM	0.0	0	43
tr|A0A0J1LGR5|A0A0J1LGR5_9ENTR	0.0	0	300
tr|A0A0J5R2H9|A0A0J5R2H9_9BACI	0.0	0	89
tr|A0A0J5Z9C5|A0A0J5Z9C5_BACFI	0.30021559532654984	3	8
tr|A0A0J5ZDI6|A0A0J5ZDI6_BURCE	0.0	0	300
tr|A0A0J6DH37|A0A0J6DH37_9CELL	0.0	0	8
tr|A0A0J6WT09|A0A0J6WT09_9FIRM	0.0	0	152
tr|A0A0J6WYY4|A0A0J6WYY4_9FIRM	0.0	0	300
tr|A0A0J6ZP56|A0A0J6ZP56_9FIRM	0.0	0	295
tr|A0A0J7HLI5|A0A0J7HLI5_9BACT	0.0	0	139
tr|A0A0J8DEG8|A0A0J8DEG8_CLOCY	0.0	0	129
tr|A0A0J8G230|A0A0J8G230_CLOCY	0.0	0	207
tr|A0A0K1F3T2|A0A0K1F3T2_9ACTN	0.0	0	107
tr|A0A0K2JCP1|A0A0K2JCP1_9FUSO	9.069012775489528	174	22
tr|A0A0K3BVA9|A0A0K3BVA9_9PSEU	0.0	0	59
tr|A0A0K6GM11|A0A0K6GM11_9BACI	0.9789638978039666	9	10
tr|A0A0K8JBP0|A0A0K8JBP0_9FIRM	0.0	0	255
tr|A0A0K8JBP5|A0A0K8JBP5_9FIRM	0.0	0	299
tr|A0A0K8JEG8|A0A0K8JEG8_9FIRM	0.0	0	153
tr|A0A0K8JKM8|A0A0K8JKM8_9FIRM	0.0	0	213
tr|A0A0K8QY45|A0A0K8QY45_9BACT	0.0	0	276
tr|A0A0K9EVL5|A0A0K9EVL5_9ACTO	0.0	0	11
tr|A0A0K9GGL3|A0A0K9GGL3_9BACI	0.0	0	42
tr|A0A0K9N841|A0A0K9N841_9FIRM	0.0	0	300
tr|A0A0K9NAF1|A0A0K9NAF1_9FIRM	0.0	3	25
tr|A0A0K9NAT4|A0A0K9NAT4_9FIRM	0.0	0	90
tr|A0A0K9NFJ1|A0A0K9NFJ1_9FIRM	0.0	1	109
tr|A0A0K9NGQ6|A0A0K9NGQ6_9FIRM	0.0	0	34
tr|A0A0L0QK20|A0A0L0QK20_VIRPA	0.0	0	300
tr|A0A0L0QSK6|A0A0L0QSK6_VIRPA	0.0	0	81
tr|A0A0L0WDT1|A0A0L0WDT1_CLOPU	0.0	0	96
tr|A0A0L6JK13|A0A0L6JK13_9FIRM	0.0	0	188
tr|A0A0L6JU93|A0A0L6JU93_9FIRM	0.0	0	96
tr|A0A0L6TVF9|A0A0L6TVF9_9FIRM	0.0	0	154
tr|A0A0L6TX75|A0A0L6TX75_9FIRM	0.0	0	293
tr|A0A0L6TX86|A0A0L6TX86_9FIRM	0.0	0	300
tr|A0A0L6U187|A0A0L6U187_9FIRM	0.0	0	284
